Index,Value
1351,6
1352,2
1353,102
1354,1
1355,2
1356,21
1357,17
1358,5
1359,1
1360,4
1361,4
1362,1
1363,1
1364,54
1365,0
1366,14
1367,3
1368,207
1369,1
1370,51
1371,0
1372,0
1373,0
1374,71
1375,0
1376,0
1377,1
1378,5
1379,0
1380,1
1381,1
1382,3
1383,0
1384,1
1385,1
1386,79
1387,1
1388,0
1389,0
1390,0
1391,1
1392,148
1393,2
1394,2
1395,4
1396,0
1397,0
1398,1
1399,1
1400,147
1401,366
1402,61
1403,99
1404,96
1405,2
1406,1
1407,1
1408,0
1409,5
1410,0
1411,0
1412,0
1413,0
1414,11
1415,0
1416,3
1417,2
1418,16
1419,2
1420,15
1421,4
1422,8
1423,9
1424,9
1425,2
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,4
1436,7
1437,336
1438,11
1439,14
1440,414
1441,3
1442,9
1443,0
1444,9
1445,77
1446,50
1447,52
1448,13
1449,20
1450,6
1451,9
1452,30
1453,23
1454,1
1455,2
1456,0
1457,99
1458,0
1459,66
1460,46
1461,0
1462,2
1463,0
1464,0
1465,128
1466,10
1467,1
1468,139
1469,56
1470,77
1471,9
1472,6
1473,1
1474,49
1475,14
1476,0
1477,1
1478,0
1479,3
1480,146
1481,2
1482,9
1483,2
1484,63
1485,1
1486,0
1487,4
1488,7
1489,60
1490,408
1491,5
1492,2
1493,5
1494,73
1495,5
1496,1
1497,1
1498,0
1499,0
1500,1
1501,60
1502,1
1503,0
1504,62
1505,109
1506,58
1507,68
1508,6
1509,9
1510,24
1511,2
1512,5
1513,1262
1514,8
1515,2
1516,36
1517,2
1518,12
1519,59
1520,1
1521,0
1522,0
1523,127
1524,0
1525,0
1526,2
1527,205
1528,121
1529,2
1530,0
1531,0
1532,49
1533,439
1534,32
1535,0
1536,12
1537,15
1538,4
1539,29
1540,4
1541,81
1542,0
1543,1
1544,40
1545,4
1546,6
1547,68
1548,49
1549,20
1550,151
1551,131
1552,37
1553,72
1554,3
1555,0
1556,127
1557,6
1558,396
1559,9
1560,1
1561,8
1562,3
1563,42
1564,8
1565,176
1566,1
1567,82
1568,0
1569,127
1570,85
1571,1
1572,1
1573,0
1574,0
1575,48
1576,0
1577,80
1578,174
1579,125
1580,32
1581,51
1582,114
1583,67
1584,37
1585,29
1586,22
1587,52
1588,5
1589,2
1590,1
1591,10
1592,0
1593,349
1594,0
1595,57
1596,1
1597,0
1598,0
1599,0
1600,4
1601,0
1602,0
1603,24
1604,29
1605,1
1606,9
1607,3
1608,3
1609,84
1610,6
1611,14
1612,15
1613,88
1614,14
1615,21
1616,10
1617,1
1618,0
1619,50
1620,51
1621,0
1622,0
1623,0
1624,0
1625,18
1626,5
1627,0
1628,130
1629,9
1630,2
1631,0
1632,0
1633,63
1634,130
1635,14
1636,9
1637,13
1638,64
1639,37
1640,122
1641,2
1642,55
1643,1
1644,2
1645,61
1646,0
1647,0
1648,0
1649,31
1650,7
1651,6
1652,6
1653,1
1654,11
1655,1
1656,4
1657,90
1658,1
1659,3
1660,85
1661,1
1662,173
1663,34
1664,7
1665,7
1666,6
1667,1
1668,9
1669,56
1670,0
1671,3
1672,0
1673,28
1674,21
1675,20
1676,138
1677,41
1678,1
1679,9
1680,26
1681,16
1682,0
1683,1
1684,286
1685,8
1686,78
1687,1
1688,5
1689,2
1690,125
1691,42
1692,13
1693,1
1694,2
1695,4
1696,69
1697,14
1698,7
1699,2
1700,0
1701,7
1702,1
1703,15
1704,0
1705,0
1706,296
1707,2
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,429
