Index,Value
1452,750
1453,597
1454,617
1455,664
1456,445
1457,569
1458,294
1459,983
1460,508
1461,87
1462,463
1463,146
1464,224
1465,254
1466,0
1467,575
1468,810
1469,815
1470,312
1471,335
1472,232
1473,342
1474,421
1475,417
1476,0
1477,460
1478,282
1479,144
1480,515
1481,776
1482,487
1483,386
1484,208
1485,398
1486,244
1487,400
1488,216
1489,502
1490,324
1491,627
1492,897
1493,357
1494,1082
1495,821
1496,155
1497,310
1498,172
1499,290
1500,209
1501,214
1502,289
1503,140
1504,17
1505,268
1506,947
1507,323
1508,281
1509,0
1510,561
1511,0
1512,419
1513,486
1514,54
1515,196
1516,448
1517,109
1518,729
1519,898
1520,429
1521,110
1522,552
1523,411
1524,486
1525,327
1526,315
1527,399
1528,657
1529,620
1530,111
1531,23
1532,191
1533,191
1534,0
1535,212
1536,286
1537,473
1538,186
1539,921
1540,390
1541,239
1542,274
1543,822
1544,308
1545,34
1546,173
1547,65
1548,0
1549,196
1550,164
1551,25
1552,468
1553,0
1554,0
1555,0
1556,0
1557,0
1558,320
1559,258
1560,402
1561,355
1562,257
1563,689
1564,819
1565,398
1566,465
1567,587
1568,930
1569,486
1570,1186
1571,613
1572,516
1573,302
1574,609
1575,513
1576,472
1577,435
1578,104
1579,57
1580,0
1581,0
1582,0
1583,0
1584,40
1585,10
1586,0
1587,29
1588,0
1589,211
1590,418
1591,713
1592,352
1593,228
1594,434
1595,304
1596,226
1597,142
1598,212
1599,197
1600,391
1601,288
1602,387
1603,184
1604,407
1605,0
1606,243
1607,388
1608,203
1609,730
1610,238
1611,1748
1612,0
1613,0
1614,230
1615,36
1616,0
1617,218
1618,501
1619,506
1620,537
1621,586
1622,453
1623,644
1624,218
1625,869
1626,21
1627,357
1628,0
1629,0
1630,844
1631,233
1632,137
1633,277
1634,163
1635,207
1636,181
1637,514
1638,1245
1639,185
1640,373
1641,444
1642,361
1643,723
1644,478
1645,395
1646,194
1647,317
1648,0
1649,228
1650,8
1651,2
1652,190
1653,87
1654,7
1655,0
1656,0
1657,222
1658,721
1659,492
1660,771
1661,553
1662,393
1663,437
1664,497
1665,328
1666,570
1667,394
1668,516
1669,399
1670,209
1671,214
1672,493
1673,0
1674,309
1675,195
1676,501
1677,654
1678,235
1679,1210
1680,330
1681,382
1682,481
1683,498
1684,0
1685,467
1686,346
1687,269
1688,299
1689,594
1690,104
1691,607
1692,364
1693,318
1694,539
1695,701
1696,741
1697,460
1698,0
1699,236
1700,447
1701,523
1702,431
1703,121
1704,1
1705,70
1706,656
1707,568
1708,154
1709,394
1710,328
1711,111
1712,103
1713,142
1714,210
1715,475
1716,543
1717,3
1718,397
1719,987
1720,957
1721,800
1722,475
1723,549
1724,717
1725,336
1726,736
1727,590
1728,916
1729,771
1730,443
1731,765
1732,275
1733,1130
1734,719
1735,580
1736,147
1737,500
1738,0
1739,73
1740,128
1741,473
1742,145
1743,721
1744,153
1745,249
1746,232
1747,144
1748,483
1749,591
1750,711
1751,510
1752,658
1753,802
1754,727
1755,716
1756,120
1757,753
1758,33
1759,819
1760,170
1761,386
1762,136
1763,336
